# Descriptions truncated to 500 chars. Full text in geojson/sites.geojson
id,internal_key,name,alternate_names,category,territory,modern_location,lordship,lat,lon,coordinate_precision,fortified_status,visible_remains,harbor,description_truncated,image,wikipedia_en,wikipedia_he
burj-misr,Burj Misr,Burj Misr,Horvat Mezad Abbirim,tower,Israel,"Horvat Mezad Abbirim, Israel",Lordship of Montfort,33.04544,35.28444,exact,uncertain,yes,false,A very large square tower at Horvat Mezad Abbirim in Upper Galilee. Its exact date is debated — parts of it may actually be pre-Crusader — but it stood at the edge of the Frankish zone and was probably reused during the twelfth century as a watchtower.,Burj_Misr.jpg,,
burj-al-ahmar-the-red-tower,BURJ AL-AHMAR,Burj al-Ahmar (The Red Tower),Khirbat al-Burj al-'Atut; The Red Tower; Turris Latinae; Turriclee; Tourre-Rouge; Turris Rubea; H. Burgata,tower,Israel,"Burgata, Israel",Lordship of Caesarea,32.32667,34.96222,approximate,definite,yes,false,"The 'Red Tower' was a Frankish hall-tower controlling a stretch of the coastal plain near modern Burgata. Rebuilt in stone in the twelfth century, it was held by the Templars, the Hospitallers, and at various times by secular lords. A tall standing wall and the foundations of a barrel-vaulted base still mark the site.",Hurvat-Burgata-07.jpg,https://en.wikipedia.org/wiki/Burgata,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A8%D7%92%D7%AA%D7%90
burj-al-malih-tel-tanninim,Burj al-Malih,Burj al-Malih / Tel Tanninim,Tall al-Malat; al-Malaha; al-Mallitha; Turris Salinarum; Tel Tanninim,tower,Israel,"Nahal Taninim, Israel",Lordship of Caesarea,32.5454,34.9064,exact,definite,unknown,false,"Tel Tanninim — 'the mound of the crocodiles' — lies just north of Caesarea at the mouth of the Nahal Taninim stream. A small shore tower and an oval defensive enclosure with gates, cisterns, and vaults were maintained here, linked in the sources to the Hospitallers. Much of what survives is older Byzantine and Roman harbour fabric reused by the Franks.",Burj_el_Maleh_general_view_at_the_top.jpg,https://en.wikipedia.org/wiki/Tel_Taninim,https://he.wikipedia.org/wiki/%D7%AA%D7%9C_%D7%AA%D7%A0%D7%99%D7%A0%D7%99%D7%9D
dabburiya,Dabburiya,Dabburiya,Buria; Burie; Bures; Dabereth,tower,Israel,"Daburiyya, Israel",Principality of Galilee,32.691389,35.370278,approximate,probable,unknown,false,"At the foot of Mount Tabor, Dabburiya was a small fortified village on the Tiberias road. A medieval tower, still visible incorporated into the modern mosque, probably preserves part of a Crusader strongpoint undermined during Saladin's campaign of 1182.",Daburiyya_Mount_Tabor_200704.JPG,https://en.wikipedia.org/wiki/Daburiyya,https://he.wikipedia.org/wiki/%D7%93%D7%91%D7%95%D7%A8%D7%99%D7%99%D7%94
kafr-lam-habonim,KAFR LAM,Kafr Lam (Habonim),"e-em Kafr Lab; Cafarlet, Capharleth, Kafarletum, Hebr",tower,Israel,"Kafr Lam, Israel",Lordship of Caesarea,32.6353,34.9344,exact,definite,unknown,false,"An early Islamic fort of trapezoidal plan on the Mediterranean coast, reused by the Crusaders as a small fortified estate. Its four solid cylindrical corner turrets and external buttresses are strikingly well-preserved and date mostly to the Abbasid period, but the building remained in use right through the Frankish twelfth century.",Cafarlet_panorama.jpg,https://en.wikipedia.org/wiki/Kafr_Lam,https://he.wikipedia.org/wiki/%D7%9B%D7%A4%D7%A8%20%D7%9C%D7%90%D7%9D
khirbat-madd-ad-dair-maabarot,Khirbat Madd ad-Dair,Khirbat Madd ad-Dair (Ma'abarot),Casale Latinae; casale quod fuit Eustachii; Montdidier; Mondisder; Mons Dederi; Kibbutz Ma'barot; Hafita,tower,Israel,"Ma'abarot, Israel",Lordship of Caesarea,32.36389,34.90417,approximate,definite,unknown,false,"A Frankish village estate linked to the abbey of St Mary Latin in Jerusalem and later to the Hospitallers and Templars. A tower with a twin barrel-vaulted basement once stood at the site, which today lies within the fields of Kibbutz Ma'abarot in the Sharon plain.",,https://en.wikipedia.org/wiki/Ma%27abarot,https://he.wikipedia.org/wiki/%D7%9E%D7%A2%D7%91%D7%A8%D7%94
khirbat-manawat-horbat-manot,Khirbat Manawat (Horbat Manot / Manueth),Khirbat Manawat (Horbat Manot),Kh. Baubriya; Manueth; H. Manot; Horbat Manot,tower,Israel,"Horbat Manot, Israel",Royal Domain - Acre,33.03958,35.15024,exact,definite,yes,false,"A Crusader-period sugar-production complex with an attached courtyard building and tower, acquired by the Hospitallers in the thirteenth century. Sugar was one of the kingdom's most profitable industries, and sites like Manawat were essentially fortified agricultural factories run by the military orders. The ruins are now in Horbat Manot in western Galilee.",Hurvat-Manot-17.jpg,https://en.wikipedia.org/wiki/Manot,https://he.wikipedia.org/wiki/%D7%97%D7%95%D7%A8%D7%91%D7%AA_%D7%9E%D7%A0%D7%95%D7%AA
khirbat-rushmiya-francheville,Khirbat Rushmiya (Rosh Maya / Francheville),Khirbat Rushmiya (Francheville),Francheville (2); Riishmiya; H. Roshi Maya; Rosh Maya; Haifa-Romena,tower,Israel,"Rosh Maya, Haifa, Israel",Lordship of Haifa,32.78942,34.99906,approximate,definite,yes,false,"A rectangular Frankish tower, probably a small manor, on the western slope of Mount Carmel above Haifa. Known in the sources as 'Francheville', a name that hints at a privileged Frankish settler community. Substantial basement and wall remains survive today in the Romema neighbourhood of Haifa.",Rosh_Mia_castle.JPG,https://en.wikipedia.org/wiki/Khirbat_Rushmiya,https://he.wikipedia.org/wiki/%D7%9E%D7%91%D7%A6%D7%A8_%D7%A8%D7%90%D7%A9_%D7%9E%D7%99%D7%94
kurdani-ein-afek-mills,Kurdani (Ein Afek Mills),Kurdani (Ein Afek Mills),Doc; Recordane; Ein Afek; Kurdane,tower,Israel,"Na'aman River, near Acre, Israel",Royal Domain - Acre,32.8595,35.104,exact,definite,yes,false,"Kurdani — known as Doc or Recordane in the Crusader sources — was an important milling and sugar-production complex on the Na'aman River a few kilometres east of Acre. Water-powered mills ground flour and processed sugar cane for the kingdom's economy. The site was also the scene of a sharp engagement during Saladin's campaign around Acre in 1189. Substantial remains of dams, water channels, and vaulted mill buildings survive today in the Ein Afek Nature Reserve.",Kurdani_Ein_Afek.jpg,https://en.wikipedia.org/wiki/Recordane,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%A8%D7%AA_%D7%A2%D7%99%D7%9F_%D7%90%D7%A4%D7%A7
le-destroit,Khirbat Dustray (Le Destroit),Le Destroit,Casel Destretz; le Destrott; Destrictium; Petra Inctsa; Le Destroit; H. Qarta,tower,Israel,"Le Destroit, Israel",Lordship of Caesarea,32.7047,34.941,exact,definite,yes,false,"Le Destroit — 'the narrow place' — was a small Templar road-station castle just south of Atlit, guarding the coast road where it squeezes between the sea and a sandstone ridge. Built in the twelfth century, it included rock-cut stables, reservoirs and a tower on a battered base. It was deliberately slighted in 1220 when the Templars moved their operations to the much larger castle at Atlit.",Atlit-57-Le-Destroit-ne.jpg,https://en.wikipedia.org/wiki/Le_Destroit,https://he.wikipedia.org/wiki/%D7%9E%D7%91%D7%A6%D7%A8%20%D7%93%D7%98%D7%A8%D7%95%D7%90
minat-al-qala-castel-brouar,MINAT AL-QAL'A,Minat al-Qal'a (Castel Brouar),Castellum Beroart; Castel Brouar; Mahiz Azdiid; H. Ashdod Yam; Ashdod-Yam,tower,Israel,"Ashdod-Yam, Israel",County of Jaffa and Ascalon,31.7574,34.6128,exact,probable,partial,false,"Ashdod-Yam ('Ashdod-on-the-Sea') began life as an Abbasid coastal fort with solid rounded corner turrets, and was reoccupied and modestly rebuilt by the Crusaders as a small defended anchorage. The well-preserved walls and turrets are now a public heritage site on the Ashdod beach.",ashdod yam fortress.JPG,https://en.wikipedia.org/wiki/Ashdod-Yam,https://he.wikipedia.org/wiki/%D7%90%D7%A9%D7%93%D7%95%D7%93_%D7%99%D7%9D
mount-berenice,Mount Berenice,Mount Berenice,Berniki Hill; Mount Berniki; Har Berenice,tower,Israel,"Tiberias, Israel",Principality of Galilee,32.7841,35.5347,exact,definite,yes,false,"Mount Berenice — the steep hill immediately above the hot springs at the south end of Tiberias — has been fortified since antiquity. In the Crusader period a small fortification occupied the summit, commanding views over the Sea of Galilee and the Jordan Valley approaches. The hill is named after the Herodian princess Berenice, and archaeological work has uncovered Roman, Byzantine, and Crusader-period remains including a church and ancillary structures. The site is now a partially excavated arc...",Har_Berenice_(2).jpg,https://en.wikipedia.org/wiki/Tiberias,https://he.wikipedia.org/wiki/%D7%94%D7%A8_%D7%91%D7%A8%D7%A0%D7%99%D7%A7%D7%99
qula,QULA,QULA,,tower,Israel,"Qula, Israel",County of Jaffa and Ascalon,32.0375,34.95556,approximate,definite,unknown,false,"A Hospitaller estate in the coastal plain acquired in 1181 and devoted mainly to sugar production. The main surviving building is the barrel-vaulted base of a tower some 17 metres across, with an attached long vaulted structure that probably formed part of the sugar factory.",Qula-ruins-776.jpg,https://en.wikipedia.org/wiki/Qula,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%9C%D7%94%20%28%D7%99%D7%99%D7%A9%D7%95%D7%91%29
qalansuwa,Qalansuwa,Qalansuwa,Calanson; Calansue; Calanzon; Kalensue,tower,Israel,"Qalansawe, Israel",Lordship of Caesarea,32.285,34.981111,approximate,definite,unknown,false,"A Hospitaller estate centre in the coastal plain. The medieval complex in the village centre included a tower, a substantial first-floor hall over a vaulted basement, and additional vaulted ranges around a cistern. The Hospitallers held the village until it was lost to the Mamluks around 1265.",Qalansuwa-502.jpg,https://en.wikipedia.org/wiki/Qalansawe,https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%A0%D7%A1%D7%95%D7%95%D7%94
rantiya,Rantiya,Rantiya,Rentie; Rantia; Rentia; Nofekh,tower,Israel,"Rantiya, Israel",County of Jaffa and Ascalon,32.044444,34.921389,approximate,definite,unknown,false,"A Hospitaller village estate producing revenue for the order from 1166 onwards, with a vaulted building inside an outer wall. The site is today partly overlain by modern Rantiya in central Israel.",Historical_map_series_for_the_area_of_Rantiya_(1870s).jpg,https://en.wikipedia.org/wiki/Rantiya,https://he.wikipedia.org/wiki/%D7%A8%D7%A0%D7%AA%D7%99%D7%94
saffuriya-sepphoris,SAFFURIYA,Saffuriya (Sepphoris),"Sepphoris; le Saforie, Sephoris",tower,Israel,"Sepphoris, Israel",Principality of Galilee,32.751,35.2788,exact,definite,unknown,false,"Saffuriya — ancient Sepphoris — had a heavy square Crusader tower built of reused Roman masonry, including sarcophagus blocks. The site is famous for a different reason: it is where the Crusader army mustered under Guy of Lusignan in July 1187 before marching east to catastrophic defeat at the Horns of Hattin. The tower, much modified in the Ottoman period, still stands within Tzipori National Park. A Crusader-period church dedicated to St Anne, believed to mark the home of Mary's parents Joachi...",CrusaderFortressTzippori.jpg,https://en.wikipedia.org/wiki/Sepphoris,https://he.wikipedia.org/wiki/%D7%A6%D7%99%D7%A4%D7%95%D7%A8%D7%99
summail-khirbet-sumail,SUMMAITL,Summail (Khirbet Sumail),Summil; Summayl; Khirbet Sumail; סומייל אל-ח'ליל; Bir Summail,tower,Israel,"Summil (depopulated), near Be'er Tuvia, Israel",County of Jaffa and Ascalon,31.6656,34.7953,exact,definite,yes,false,"A Crusader castle built by the Hospitallers in 1168 to protect the fortress at Bayt Jibrin. Pringle records remains of a medieval castle in the village, consisting of a central tower enclosed by a roughly square enceinte (over 30 m east–west) with talus and square corner towers. The principal surviving element is the north enclosure wall, which stands to a height of over 8 m and is over 30 m long and 1.5 m thick. A medieval masonry well (Bir Summail) lies to the south. The village was depopulate...",Khirbet_Sumail.jpg,https://en.wikipedia.org/wiki/Summil,https://he.wikipedia.org/wiki/%D7%A1%D7%95%D7%9E%D7%99%D7%99%D7%9C%20%D7%90%D7%9C-%D7%97%27%D7%9C%D7%99%D7%9C
tel-hannaton,Tel Hanaton,Tel Hannaton,Tal Badawiye; Hanaton; Hinnatuna,tower,Israel,"Tel Hanaton, Israel",Royal Domain - Acre,32.78556,35.25694,exact,probable,partial,false,"Only the basement of a small Crusader tower survives on Tel Hannaton, a mound in the Lower Galilee. Modest in scale, the tower was part of the network of rural Frankish strongpoints that dotted the Galilean countryside in the twelfth century.",Tel_Hannaton.jpg,https://en.wikipedia.org/wiki/Tel_Hanaton,https://he.wikipedia.org/wiki/%D7%AA%D7%9C_%D7%97%D7%A0%D7%AA%D7%95%D7%9F
tower-of-flies-acre,Tower of Flies (Acre),Tower of Flies (Acre),Turris Muscarum; Migdal Zvuvim,tower,Israel,Port of Acre (offshore breakwater),Royal Domain - Acre,32.9166,35.071,exact,definite,fragmentary,false,"Medieval tower on a rocky islet at the end of the southern breakwater of the port of Acre, forming the seaward anchor of the harbour chain that closed off the Crusader harbour. First documented in the 12th century and named for a pre-Crusader shrine (Baal-zebub, 'lord of flies'). Destroyed and rebuilt repeatedly; submerged foundations survive and are visible above the waterline at low tide.","Island_of_the_flies,_Akko,_Israel_02.jpg",,
umm-khalid-netanya,UMM KHALID,Umm Khalid (Netanya),Mukhalid; Castellare Rogerii Longobardi; Castellum Rogerii Langobardi; Nathanya; Netanya,tower,Israel,"Umm Khalid, Netanya, Israel",Lordship of Caesarea,32.3291,34.8651,exact,probable,fragmentary,false,"A Frankish courtyard building at the site of modern Netanya's old core. Documented in 1135, it was a small manor with barrel-vaulted ranges and a projecting turret at one corner. Most of the structure was destroyed in 1948 and only fragmentary walls survive in the Umm Khalid neighbourhood.",Umm_Khalid.jpg,https://en.wikipedia.org/wiki/Umm_Khalid,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%9D_%D7%97%27%D7%90%D7%9C%D7%93
al-affula-afula,al-'Affula,al-'Affula (Afula),Afula,tower,Israel,"Afula, Israel",Principality of Galilee,32.6078,35.2897,exact,definite,unknown,false,"A fortified tower roughly 19 metres square once stood on the low rise at the centre of modern Afula, guarding the fertile Jezreel Valley between the hills of Galilee and Samaria. The tower belonged to the network of small Frankish strongpoints that policed the valley roads rather than any single great lordship.",מבצר_עפולה.jpg,https://en.wikipedia.org/wiki/Afula,https://he.wikipedia.org/wiki/%D7%A2%D7%A4%D7%95%D7%9C%D7%94
basilica-of-the-annunciation-nazareth,"Basilica of the Annunciation, Nazareth","Basilica of the Annunciation, Nazareth",Basilica of the Annunciation; Nazareth Cathedral,church,Israel,"Old City of Nazareth, Israel",Principality of Galilee,32.7022,35.2978,exact,definite,yes,false,"Nazareth fell to Tancred in 1102 and was elevated to an archbishopric, and a first Crusader church was built over the Byzantine ruins above the traditional grotto of the Annunciation. Under Archbishop Letard II in the 1170s the Franks began an ambitious second basilica that aimed to rival anything being built in contemporary France. Work stopped abruptly when the kingdom collapsed at Hattin in 1187. Excavations in 1909 uncovered five carved Romanesque capitals — never installed — depicting scene...",Nazareth_Verkündigungbasilika_Church_of_Annunciation_(34257296024).jpg,https://en.wikipedia.org/wiki/Basilica_of_the_Annunciation,https://he.wikipedia.org/wiki/%D7%91%D7%96%D7%99%D7%9C%D7%99%D7%A7%D7%AA_%D7%94%D7%91%D7%A9%D7%95%D7%A8%D7%94
cathedral-of-st-john-ramla,"Cathedral of St. John, Ramla","Cathedral of St. John, Ramla",Cathedral of St. John the Baptist; Great Mosque of Ramla; al-Jami' al-Kabir,church,Israel,"Ramla, Israel",County of Jaffa and Ascalon,31.9283,34.8689,exact,definite,yes,false,"The Crusader Cathedral of St. John the Baptist was the principal Latin church of Ramla, built in the mid-twelfth century as a three-aisled basilica with pointed arches and cross-vaults in the mature Crusader Romanesque style. After the Muslim reconquest the building was converted into the Great Mosque of Ramla, a function it still serves today. Substantial elements of the Crusader structure — the nave arcades, the vaults, and carved capitals — remain visible inside the mosque.",Ramla-704.jpg,"https://en.wikipedia.org/wiki/White_Mosque,_Ramla",https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A1%D7%92%D7%93_%D7%94%D7%9C%D7%91%D7%9F_%28%D7%A8%D7%9E%D7%9C%D7%94%29
cathedral-of-the-holy-cross-acre,"Cathedral of the Holy Cross, Acre","Cathedral of the Holy Cross, Acre",Cathedral of Acre; Sainte-Croix d'Acre,church,Israel,"Old City of Acre, near El-Jazzar Mosque",Royal Domain - Acre,32.9234,35.0707,approximate,definite,fragmentary,false,"After Saladin took Jerusalem in 1187 the Latin Patriarchate moved north to Acre, and the Cathedral of the Holy Cross — rebuilt around the recovered city after 1191 — became the principal cathedral of what historians call the 'Second Kingdom of Jerusalem'. The cathedral stood next to the great Hospitaller commandery of Saint-Jean-d'Acre and was the seat of the Latin Patriarch from 1191 until the city's fall. When Sultan al-Ashraf Khalil's Mamluks took Acre in 1291 the cathedral was systematically...",,"https://en.wikipedia.org/wiki/Cathedral_of_the_Holy_Cross,_Acre",
chapel-of-the-ascension-jerusalem,Chapel of the Ascension (Jerusalem),Chapel of the Ascension (Jerusalem),,church,Israel,Chapel of the Ascension (Jerusalem),Royal Domain - Jerusalem,31.7783,35.2453,approximate,definite,yes,false,"Rebuilt by the Crusaders around 1150 on the summit of the Mount of Olives at the traditional site of Christ's ascension. Saladin's armies took the hill in 1187 and converted the complex into a mosque, but the Crusader-built octagonal shrine (the edicule) survives intact — it still houses the 'Ascension Rock' and today serves as an Islamic shrine shared for Christian pilgrimage.",Chapel_of_the_Ascension_Jerusalem.jpg,"https://en.wikipedia.org/wiki/Chapel_of_the_Ascension,_Jerusalem",https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%94%D7%A2%D7%9C%D7%99%D7%99%D7%94
church-of-saint-george-lod-lydda,Church of Saint George (Lod / Lydda),Church of Saint George (Lod / Lydda),,church,Israel,Church of Saint George (Lod / Lydda),County of Jaffa and Ascalon,31.9519,34.8939,approximate,definite,yes,false,"Grand 12th-century Crusader church over the symbolic tomb of Saint George at Lydda, a major pilgrimage site and the seat of the Bishop of Lydda. Razed by Saladin's armies in 1191; a Mamluk mosque was raised over the ruins in 1268, and a Greek Orthodox church was rebuilt on the eastern end of the Crusader nave and northern aisle in the 19th century, sharing the site with the mosque.",Church_of_Saint_George_Lod.jpg,"https://en.wikipedia.org/wiki/Church_of_Saint_George,_Lod",https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%92%D7%90%D7%95%D7%A8%D7%92%D7%99%D7%95%D7%A1_%D7%94%D7%A7%D7%93%D7%95%D7%A9_%D7%A7%D7%95%D7%98%D7%9C_%D7%94%D7%93%D7%A8%D7%A7%D7%95%D7%9F
church-of-saint-john-the-baptist-ein-karem,"Church of Saint John the Baptist, Ein Karem","Church of Saint John the Baptist, Ein Karem",Ein Karem Church of St John; Birthplace of John the Baptist,church,Israel,"Ein Karem, west Jerusalem",Royal Domain - Jerusalem,31.7654,35.1611,exact,definite,yes,false,"Tradition identified the village of Ein Karem in the Judean hills west of Jerusalem as the birthplace of John the Baptist. Russian abbot Daniel, who visited the Holy Land in 1106, described a 'small cavern' there where John was born. The Crusaders built a vaulted three-apse Romanesque church directly over the grotto in the twelfth century. After 1187 the building was abandoned by the Christian community and used as a stable; in the seventeenth century the Franciscans regained the site and rebuil...","Church_of_John_the_Baptist,_Ein_Kerem.jpg","https://en.wikipedia.org/wiki/Church_of_Saint_John_the_Baptist,_Ein_Karem",https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%91%D7%94%D7%A8%D7%99%D7%9D
church-of-saint-mary-of-the-germans-jerusalem,Church of Saint Mary of the Germans (Jerusalem),Church of Saint Mary of the Germans (Jerusalem),,church,Israel,Church of Saint Mary of the Germans (Jerusalem),Royal Domain - Jerusalem,31.7759,35.2336,approximate,definite,yes,false,Romanesque church built in 1128 in the Jewish Quarter of Crusader Jerusalem as part of a larger German pilgrimage complex that included a hospital and hostel for German-speaking pilgrims. Partly destroyed in the 13th century during the Ayyubid recapture of Jerusalem; its ruins were rediscovered in 1968 during post-1967 archaeological work and are now preserved as an open-air monument.,St_Mary_of_the_Germans_Jerusalem.jpg,https://en.wikipedia.org/wiki/Church_of_Saint_Mary_of_the_Germans,https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%9E%D7%A8%D7%99%D7%9D_%D7%A9%D7%9C_%D7%94%D7%92%D7%A8%D7%9E%D7%A0%D7%99%D7%9D
church-of-the-holy-sepulchre,Church of the Holy Sepulchre,Church of the Holy Sepulchre,Church of the Resurrection; Basilica of the Holy Sepulchre; Ecclesia Sancti Sepulchri,church,Israel,"Christian Quarter, Old City of Jerusalem",Royal Domain - Jerusalem,31.7785,35.2296,exact,definite,yes,false,"The Church of the Holy Sepulchre — the holiest site in Christianity — was the spiritual heart of the Crusader kingdom. The church standing today is largely the Crusader building consecrated on 15 July 1149, the fiftieth anniversary of the capture of Jerusalem. The Crusaders unified the separate Byzantine chapels into a single Romanesque cathedral with a grand entrance facade, a bell tower, a dome over the rotunda, and a choir above the crypt of St Helena. It was here that the kings of Jerusalem ...",Jerusalem_Holy_Sepulchre_BW_19.JPG,https://en.wikipedia.org/wiki/Church_of_the_Holy_Sepulchre,https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%94%D7%A7%D7%91%D7%A8
crusader-church-of-caesarea-maritima,Crusader Church of Caesarea Maritima,Crusader Church of Caesarea Maritima,,church,Israel,Crusader Church of Caesarea Maritima,Lordship of Caesarea,32.5015,34.8928,approximate,definite,yes,false,"Three-apsed Romanesque church built in twelfth-century Crusader Caesarea. Louis IX of France, who spent four years in the Holy Land after his defeat in Egypt, heavily refortified the town's walls in 1251–1252. In 1265 the town and church fell to the Mamluk sultan Baibars, who razed the city so thoroughly — tearing down its harbour, walls and churches — that no Frankish re-occupation would ever be possible. The church's apsidal foundations, partly excavated, still stand within the Israeli nationa...",Crusader_Church_Caesarea_Maritima.JPG,https://en.wikipedia.org/wiki/Caesarea_Maritima,https://he.wikipedia.org/wiki/%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94
crusader-church-abu-ghosh,"Crusader Church, Abu Ghosh","Crusader Church, Abu Ghosh",Church of the Resurrection; Hospitaller Church of Abu Ghosh; Kiryat Ye'arim Church,church,Israel,"Abu Ghosh, Israel",Royal Domain - Jerusalem,31.8098,35.1065,exact,definite,yes,false,"The Crusader church at Abu Ghosh was built around 1141 by the Knights Hospitaller over a natural spring, which feeds a cistern in the crypt. The village was identified in the twelfth century with the biblical Emmaus, the place where the risen Christ appeared to two disciples. The church preserves remarkable twelfth-century frescoes in the apse and crypt, making it one of the most important surviving examples of Crusader religious art. It is now maintained by French Benedictine monks and is open ...",Resurrection_Church_Abu_Ghosh.jpg,https://en.wikipedia.org/wiki/Abu_Ghosh,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%95_%D7%92%D7%95%D7%A9
emmaus-nicopolis,Emmaus Nicopolis,Emmaus Nicopolis,Amwas; Imwas; Emmaus; Nicopolis,church,Israel,"Ayalon Valley, near Latrun, Israel",County of Jaffa and Ascalon,31.8388,34.9892,exact,definite,yes,false,"Emmaus Nicopolis, in the Ayalon Valley near Latrun, was one of the traditional sites for the New Testament Emmaus. The Crusaders built a church here in the twelfth century on the ruins of a large Byzantine basilica, reusing Roman and earlier masonry. The remains of both the Crusader and Byzantine churches are preserved in an open-air archaeological park run by a small community near Canada Park.",Emmaus_Nicopolis_basilica.jpg,https://en.wikipedia.org/wiki/Emmaus_Nicopolis,https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%95%D7%90%D7%A1
hospitaller-church-of-saint-john-acre,"Hospitaller Church of Saint John, Acre","Hospitaller Church of Saint John, Acre",Saint-Jean-d'Acre; Hospitaller Commandery of Acre,church,Israel,"Old City of Acre, beneath the Citadel",Royal Domain - Acre,32.923,35.071,exact,definite,yes,false,"The Knights Hospitaller's principal commandery in Acre — the international headquarters of the order from 1191 until the city's fall in 1291 — included a three-aisled Romanesque church of Saint John the Baptist, a vast vaulted refectory, a knights' hall, infirmary wards, and a hospital that could accommodate more than a thousand beds. Excavations beneath the Ottoman citadel have uncovered six parallel vaulted halls with early-Gothic ribs, the dining hall with its marble columns, the underground ...",Israel-05011_-_Crusader_City_(33371670384).jpg,"https://en.wikipedia.org/wiki/Church_of_St_John_the_Baptist_(Hospitaller,_Acre)",
st-annes-church-jerusalem,"St. Anne's Church, Jerusalem","St. Anne's Church, Jerusalem",Church of Saint Anne; Basilica of Saint Anne; Kanisat Sitt Hanne,church,Israel,"Near Lion's Gate, Old City of Jerusalem",Royal Domain - Jerusalem,31.781,35.2354,exact,definite,yes,false,"St. Anne's Church is one of the best-preserved Crusader churches in the entire Holy Land. Built in the 1140s near the Pools of Bethesda and the Lion's Gate, it is a masterpiece of austere Romanesque architecture with superb acoustics. Tradition holds it as the birthplace of the Virgin Mary. After Saladin captured Jerusalem in 1187 he converted the church into a madrasa — the inscription above the door still reads — and it fell into disrepair until the Ottoman sultan gave it to France in 1856. To...",JerStAnna.jpg,"https://en.wikipedia.org/wiki/Church_of_Saint_Anne,_Jerusalem",https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%A1%D7%A0%D7%98_%D7%90%D7%A0%D7%94
templum-domini-dome-of-the-rock,Templum Domini (Dome of the Rock),Templum Domini (Dome of the Rock),Dome of the Rock; Qubbat al-Sakhra; Temple of the Lord,church,Israel,"Temple Mount, Old City of Jerusalem",Royal Domain - Jerusalem,31.778,35.2354,exact,definite,yes,false,"The seventh-century Umayyad Dome of the Rock was the most spectacular building in Jerusalem when the Crusaders captured the city in 1099. Believing — wrongly — that the structure was a remnant of the Temple of Solomon, the Franks Christianised it without demolishing it. They placed a great gilded cross atop the dome, fixed an altar to St Nicholas on the bare bedrock of the Foundation Stone (1162), and surrounded the rock with a decorative iron grille to prevent pilgrims from chipping it for reli...",Jerusalem-2013(2)-Temple_Mount-Dome_of_the_Rock_(SE_exposure).jpg,https://en.wikipedia.org/wiki/Dome_of_the_Rock,https://he.wikipedia.org/wiki/%D7%9B%D7%99%D7%A4%D7%AA_%D7%94%D7%A1%D7%9C%D7%A2
templum-salomonis-templar-headquarters,Templum Salomonis (Templar Headquarters),Templum Salomonis (Templar Headquarters),Templum Salomonis; Al-Aqsa Mosque (Templar HQ); Solomon's Temple,church,Israel,"Temple Mount, Old City of Jerusalem",Royal Domain - Jerusalem,31.7762,35.2358,exact,definite,yes,false,"The Crusaders identified the Al-Aqsa Mosque on the south end of the Temple Mount as the Templum Salomonis — Solomon's royal palace — and used it as the residence of the first two kings of Jerusalem, Baldwin I and Baldwin II. In 1118 Baldwin II moved the royal household to the Citadel by the Tower of David and granted the mosque to a small group of knights who had vowed to protect pilgrims on the road from Jaffa to Jerusalem. The new order took its name — the Knights of the Temple of Solomon, or ...",Jerusalem-2013-Temple_Mount-Al-Aqsa_Mosque_(NE_exposure).jpg,https://en.wikipedia.org/wiki/Al-Aqsa_Mosque,https://he.wikipedia.org/wiki/%D7%9E%D7%A1%D7%92%D7%93_%D7%90%D7%9C-%D7%90%D7%A7%D7%A6%D7%90
